county,rep_unit,total,rep,dem,year,office
GREEN,TOWN OF SYLVESTER WARDS 1 & 2,591,323,266,2012,president
GREEN,TOWN OF WASHINGTON WARD 1,455,172,282,2012,president
GREEN,TOWN OF YORK WARD 1,556,202,345,2012,president
GREEN,VILLAGE OF ALBANY WARDS 1 & 2,507,139,363,2012,president
GREEN,VILLAGE OF BELLEVILLE WARD 3,293,88,204,2012,president
GREEN,VILLAGE OF BROOKLYN WARD 2,244,75,164,2012,president
GREEN,VILLAGE OF BROWNTOWN WARD 1,143,62,76,2012,president
GREEN,VILLAGE OF MONTICELLO WARDS 1 & 2,674,225,438,2012,president
GREEN,VILLAGE OF NEW GLARUS WARDS 1-2-3-4,1256,351,888,2012,president
GREEN,CITY OF BRODHEAD WARDS 1-2-3-4-5-6,1385,525,821,2012,president
GREEN,CITY OF MONROE WARDS 1 - 9,5110,2008,3035,2012,president
GREEN LAKE,TOWN OF BERLIN WARDS 1-3,682,477,203,2012,president
GREEN LAKE,TOWN OF BROOKLYN WARDS 1 - 3,1179,750,422,2012,president
GREEN LAKE,TOWN OF GREEN LAKE WARDS 1-2,745,542,198,2012,president
GREEN LAKE,TOWN OF KINGSTON WARDS 1 - 2,293,183,109,2012,president
GREEN LAKE,TOWN OF MACKFORD WARD 1,305,222,82,2012,president
GREEN LAKE,TOWN OF MANCHESTER WARD 1,402,270,128,2012,president
GREEN LAKE,TOWN OF MARQUETTE WARD 1,286,170,114,2012,president
GREEN LAKE,TOWN OF PRINCETON WARDS 1 - 4,855,500,345,2012,president
GREEN LAKE,TOWN OF ST. MARIE WARDS 1 - 2,220,137,79,2012,president
GREEN LAKE,TOWN OF SENECA WARD 1,214,130,82,2012,president
GREEN LAKE,VILLAGE OF KINGSTON WARD 1,181,103,77,2012,president
GREEN LAKE,VILLAGE OF MARQUETTE WARD 1,69,44,25,2012,president
GREEN LAKE,CITY OF BERLIN WARDS 1-6,2337,1208,1088,2012,president
GREEN LAKE,CITY OF GREEN LAKE WARDS 1 - 3,581,335,243,2012,president
GREEN LAKE,CITY OF MARKESAN WARDS 1 - 3,715,436,270,2012,president
GREEN LAKE,CITY OF PRINCETON WARDS 1 - 4,611,275,328,2012,president
IOWA,TOWN OF ARENA WARDS 1-2,875,288,582,2012,president
IOWA,TOWN OF BRIGHAM WARDS 1-2,628,228,386,2012,president
IOWA,TOWN OF CLYDE WARD 1,188,70,114,2012,president
IOWA,TOWN OF DODGEVILLE WARDS 1-4,1023,397,614,2012,president
IOWA,TOWN OF EDEN WARD 1,213,90,121,2012,president
IOWA,TOWN OF HIGHLAND WARDS 1- 2,395,149,242,2012,president
IOWA,TOWN OF LINDEN WARDS 1-3,382,171,208,2012,president
IOWA,TOWN OF MIFFLIN WARDS 1-2,293,127,161,2012,president
IOWA,TOWN OF MINERAL POINT WARDS 1- 2,515,241,274,2012,president
IOWA,TOWN OF MOSCOW WARDS 1-2,372,129,239,2012,president
IOWA,TOWN OF PULASKI WARD 1,174,89,84,2012,president
IOWA,TOWN OF RIDGEWAY WARDS 1-2,367,110,254,2012,president
IOWA,TOWN OF WALDWICK WARDS 1-2,266,100,166,2012,president
IOWA,TOWN OF WYOMING WARDS 1-2,206,61,144,2012,president
IOWA,VILLAGE OF ARENA WARD 1,440,120,313,2012,president
IOWA,VILLAGE OF AVOCA WARD 1,253,65,187,2012,president
IOWA,VILLAGE OF BARNEVELD WARDS 1-2,614,181,426,2012,president
IOWA,VILLAGE OF BLANCHARDVILLE WARD 2,98,31,63,2012,president
IOWA,VILLAGE OF COBB WARD 1,251,82,165,2012,president
IOWA,VILLAGE OF HIGHLAND WARD 1,421,138,273,2012,president
IOWA,VILLAGE OF HOLLANDALE WARD 1,144,36,107,2012,president
IOWA,VILLAGE OF LINDEN WARD 1,243,55,185,2012,president
IOWA,VILLAGE OF LIVINGSTON WARD 2,4,0,4,2012,president
IOWA,VILLAGE OF MONTFORT WARD 2,54,21,33,2012,president
IOWA,VILLAGE OF MUSCODA WARD 3,26,9,15,2012,president
IOWA,VILLAGE OF REWEY WARD 1,105,26,77,2012,president
IOWA,VILLAGE OF RIDGEWAY WARD 1,319,91,224,2012,president
IOWA,"CITY OF DODGEVILLE WARD 1, 2, 10",594,225,361,2012,president
IOWA,CITY OF DODGEVILLE WARD 3 & 4,586,203,371,2012,president
IOWA,CITY OF DODGEVILLE WARD 5 & 6,524,148,373,2012,president
IOWA,"CITY OF DODGEVILLE WARD 7, 8, 9",604,213,382,2012,president
IOWA,CITY OF MINERAL POINT WARDS 1 - 6,1357,393,957,2012,president
IRON,TOWN OF ANDERSON WARD 1,46,20,26,2012,president
IRON,TOWN OF CAREY WARD 1,102,58,42,2012,president
IRON,TOWN OF GURNEY WARD 1,92,34,55,2012,president
IRON,TOWN OF KIMBALL WARD 1,319,155,156,2012,president
IRON,TOWN OF KNIGHT WARD 1,131,65,62,2012,president
IRON,TOWN OF MERCER WARDS 1-4,992,561,415,2012,president
IRON,TOWN OF OMA WARD 1,225,130,92,2012,president
IRON,TOWN OF PENCE WARD 1,121,59,58,2012,president
IRON,TOWN OF SAXON WARD 1,208,96,108,2012,president
IRON,TOWN OF SHERMAN WARD 1,223,131,91,2012,president
IRON,CITY OF HURLEY WARD 1,179,69,108,2012,president
IRON,CITY OF HURLEY WARD 2,211,96,114,2012,president
IRON,CITY OF HURLEY WARD 3,146,63,80,2012,president
IRON,CITY OF HURLEY WARD 4,192,58,129,2012,president
IRON,CITY OF MONTREAL WARDS 1-2,445,195,248,2012,president
JACKSON,TOWN OF ADAMS WARDS 1-3,803,383,417,2012,president
JACKSON,TOWN OF ALBION WARDS 1-4,598,255,337,2012,president
JACKSON,TOWN OF ALMA WARDS 1 & 4,167,83,79,2012,president
JACKSON,"TOWN OF ALMA WARDS 2,3 & 5",333,186,145,2012,president
JACKSON,TOWN OF BEAR BLUFF WARD 1,85,67,14,2012,president
JACKSON,TOWN OF BROCKWAY WARDS 1-6,797,226,563,2012,president
JACKSON,TOWN OF CITY POINT WARD 1,110,47,63,2012,president
JACKSON,TOWN OF CLEVELAND WARD 1,232,125,104,2012,president
JACKSON,TOWN OF CURRAN WARD 1,148,50,94,2012,president
JACKSON,TOWN OF FRANKLIN WARD 1,199,50,143,2012,president
JACKSON,TOWN OF GARDEN VALLEY WARD 1,242,136,103,2012,president
JACKSON,TOWN OF GARFIELD WARD 1,323,156,154,2012,president
JACKSON,TOWN OF HIXTON WARDS 1 & 2,328,156,168,2012,president
JACKSON,TOWN OF IRVING WARDS 1-3,365,143,220,2012,president
JACKSON,TOWN OF KNAPP WARD 1,159,100,56,2012,president
JACKSON,TOWN OF KOMENSKY WARD 1,140,18,122,2012,president
JACKSON,TOWN OF MANCHESTER WARD 1,371,183,183,2012,president
JACKSON,TOWN OF MELROSE WARD 1,221,116,103,2012,president
JACKSON,TOWN OF MILLSTON WARD 1,101,51,49,2012,president
JACKSON,TOWN OF NORTH BEND WARD 1,261,90,169,2012,president
JACKSON,TOWN OF NORTHFIELD WARD 1,335,160,170,2012,president
JACKSON,TOWN OF SPRINGFIELD WARD 1,239,101,134,2012,president
JACKSON,VILLAGE OF ALMA CENTER WARD 1,235,94,138,2012,president
JACKSON,VILLAGE OF HIXTON WARD 1,225,88,137,2012,president
JACKSON,VILLAGE OF MELROSE WARD 1,261,94,165,2012,president
JACKSON,VILLAGE OF MERRILLAN WARD 1,245,71,171,2012,president
JACKSON,VILLAGE OF TAYLOR WARD 1,193,50,141,2012,president
JACKSON,CITY OF BLACK RIVER FALLS WARDS 1-4,1597,621,956,2012,president
JEFFERSON,TOWN OF AZTALAN WARDS 1 - 2,840,425,409,2012,president
JEFFERSON,TOWN OF COLD SPRING WARD 1,471,286,175,2012,president
JEFFERSON,TOWN OF CONCORD WARDS 1-3,1251,810,432,2012,president
JEFFERSON,TOWN OF FARMINGTON WARD 1 - 2,865,533,328,2012,president
JEFFERSON,TOWN OF HEBRON WARDS 1-2,651,387,253,2012,president
JEFFERSON,TOWN OF IXONIA WARDS 1-6,2712,1930,741,2012,president
JEFFERSON,TOWN OF JEFFERSON WARDS 1-3,1247,718,511,2012,president
JEFFERSON,"TOWN OF KOSHKONONG WARDS 1, 6",261,129,127,2012,president
JEFFERSON,TOWN OF KOSHKONONG WARDS 2-5,1907,1042,845,2012,president
JEFFERSON,TOWN OF LAKE MILLS WARDS 1-3,1294,633,647,2012,president
JEFFERSON,"TOWN OF MILFORD WARDS 1,2",635,349,273,2012,president
JEFFERSON,TOWN OF OAKLAND WARDS 1 - 4,1916,863,1033,2012,president
JEFFERSON,TOWN OF PALMYRA WARDS 1-2,771,502,262,2012,president
JEFFERSON,TOWN OF SULLIVAN WARDS 1-3,1339,909,399,2012,president
JEFFERSON,TOWN OF SUMNER WARD 1,524,269,253,2012,president
JEFFERSON,TOWN OF WATERLOO WARD 1,513,281,228,2012,president
JEFFERSON,"TOWN OF WATERTOWN WARDS 1,2",1163,751,402,2012,president
JEFFERSON,VILLAGE OF CAMBRIDGE WARD 1,42,14,28,2012,president
JEFFERSON,VILLAGE OF JOHNSON CREEK WARDS 1-3,1450,797,632,2012,president
JEFFERSON,VILLAGE OF LAC LA BELLE WARD 2,0,0,0,2012,president
JEFFERSON,VILLAGE OF PALMYRA WARDS 1 & 2,937,569,349,2012,president
JEFFERSON,VILLAGE OF SULLIVAN WARD 1,349,227,116,2012,president
JEFFERSON,CITY OF FORT ATKINSON WARDS 1-3,2209,979,1197,2012,president
JEFFERSON,CITY OF FORT ATKINSON WARDS 4-6,1871,797,1037,2012,president
JEFFERSON,CITY OF FORT ATKINSON WARDS 7-9,2099,886,1187,2012,president
JEFFERSON,CITY OF JEFFERSON WARDS 1-10,3596,1590,1946,2012,president
JEFFERSON,CITY OF LAKE MILLS WARDS 1-8,3332,1448,1841,2012,president
JEFFERSON,CITY OF WATERLOO WARDS 1-5,1625,693,926,2012,president
JEFFERSON,CITY OF WATERTOWN WARD 8,371,175,189,2012,president
JEFFERSON,CITY OF WATERTOWN WARDS 9 - 10,1349,897,426,2012,president
JEFFERSON,CITY OF WATERTOWN WARDS 11 - 12,1163,659,478,2012,president
JEFFERSON,CITY OF WATERTOWN WARDS 13 - 14,1255,689,548,2012,president
JEFFERSON,CITY OF WATERTOWN WARDS 15 -16,1357,739,606,2012,president
JEFFERSON,CITY OF WATERTOWN WARDS 17- 18,1596,973,604,2012,president
JEFFERSON,"CITY OF WHITEWATER WARDS 10, 11",533,228,297,2012,president
JEFFERSON,CITY OF WHITEWATER WARD 12,787,340,433,2012,president
JUNEAU,TOWN OF ARMENIA WARD 1,351,173,171,2012,president
JUNEAU,TOWN OF CLEARFIELD WARD 1,306,152,148,2012,president
JUNEAU,TOWN OF CLEARFIELD WARD 2,74,36,38,2012,president
JUNEAU,TOWN OF CUTLER WARD 1,192,91,95,2012,president
JUNEAU,TOWN OF FINLEY WARD 1,50,36,13,2012,president
JUNEAU,TOWN OF FOUNTAIN WARDS 1 - 2,300,150,148,2012,president
JUNEAU,TOWN OF GERMANTOWN WARDS 1 & 3,449,249,199,2012,president
JUNEAU,TOWN OF GERMANTOWN WARD 2,337,153,180,2012,president
JUNEAU,TOWN OF KILDARE WARD 1,325,145,177,2012,president
JUNEAU,TOWN OF KINGSTON WARD 1,22,16,5,2012,president
JUNEAU,TOWN OF LEMONWEIR WARDS 1-4,790,335,448,2012,president
JUNEAU,TOWN OF LINDINA WARDS 1,412,187,222,2012,president
JUNEAU,TOWN OF LISBON WARD 1-2,446,207,235,2012,president
JUNEAU,TOWN OF LISBON WARD 3,3,0,1,2012,president
JUNEAU,TOWN OF LYNDON WARDS 1 - 3,634,246,380,2012,president
JUNEAU,TOWN OF MARION WARD 1,253,135,114,2012,president
JUNEAU,TOWN OF NECEDAH WARDS 1-4,1112,634,455,2012,president
JUNEAU,TOWN OF ORANGE WARD 1,274,141,132,2012,president
JUNEAU,TOWN OF PLYMOUTH WARD 1,337,166,167,2012,president
JUNEAU,TOWN OF SEVEN MILE CREEK WARDS 1 - 2,170,75,94,2012,president
JUNEAU,TOWN OF SUMMIT WARDS 1,330,173,157,2012,president
JUNEAU,TOWN OF WONEWOC WARDS 1-2,335,171,157,2012,president
JUNEAU,VILLAGE OF CAMP DOUGLAS WARD 1,257,120,133,2012,president
JUNEAU,VILLAGE OF HUSTLER WARD 1,92,32,58,2012,president
JUNEAU,VILLAGE OF LYNDON STATION WARD 1,210,61,146,2012,president
JUNEAU,VILLAGE OF NECEDAH WARD 1,419,183,226,2012,president
JUNEAU,VILLAGE OF UNION CENTER WARD 1,101,42,57,2012,president
JUNEAU,VILLAGE OF WONEWOC WARD 1,370,132,235,2012,president
JUNEAU,CITY OF ELROY WARDS 1-7,601,220,362,2012,president
JUNEAU,CITY OF MAUSTON WARDS 1 - 7,1666,660,978,2012,president
JUNEAU,CITY OF NEW LISBON WARDS 1-7,609,290,311,2012,president
JUNEAU,CITY OF WISCONSIN DELLS WARD 7,0,0,0,2012,president
KENOSHA,TOWN OF BRIGHTON WARDS 1-4,894,575,313,2012,president
KENOSHA,TOWN OF PARIS WARDS 1 & 2,953,572,369,2012,president
KENOSHA,TOWN OF RANDALL WARDS 1-7,1728,1005,708,2012,president
KENOSHA,"TOWN OF SALEM WARDS 1, 2, 3, 4, 5 &10",3285,1896,1341,2012,president
KENOSHA,"TOWN OF SALEM WARDS 6, 7, 8, & 9",2625,1440,1144,2012,president
KENOSHA,TOWN OF SOMERS WARD 1-2-3-4,1603,793,796,2012,president
KENOSHA,TOWN OF SOMERS WARD 5-6-9-12,1555,670,863,2012,president
KENOSHA,TOWN OF SOMERS WARD 7-8,693,254,419,2012,president
KENOSHA,TOWN OF SOMERS WARD 10-13,987,524,450,2012,president
KENOSHA,TOWN OF SOMERS WARD 11,352,186,161,2012,president
KENOSHA,TOWN OF WHEATLAND WARDS 1-6,1811,1078,708,2012,president
KENOSHA,"VILLAGE OF BRISTOL WARDS 1,2,3,8",1577,978,581,2012,president
KENOSHA,"VILLAGE OF BRISTOL WARDS 4,5,6,7",1282,776,493,2012,president
KENOSHA,VILLAGE OF GENOA CITY WARD 5,2,2,0,2012,president
KENOSHA,VILLAGE OF PADDOCK LAKE WARDS 1 - 6,1521,811,684,2012,president
KENOSHA,VILLAGE OF PLEASANT PRAIRIE WARDS 1-3,2737,1399,1306,2012,president
KENOSHA,VILLAGE OF PLEASANT PRAIRIE WARDS 4-5,1441,734,684,2012,president
KENOSHA,VILLAGE OF PLEASANT PRAIRIE WARDS 6-7,1807,832,950,2012,president
KENOSHA,VILLAGE OF PLEASANT PRAIRIE WARDS 8-11,2559,1451,1084,2012,president
KENOSHA,VILLAGE OF PLEASANT PRAIRIE WARDS 12-14,2444,1203,1217,2012,president
KENOSHA,VILLAGE OF SILVER LAKE WARDS 1-3,1200,643,546,2012,president
KENOSHA,VILLAGE OF TWIN LAKES WARDS 1 - 8,2693,1433,1233,2012,president
KENOSHA,CITY OF KENOSHA WARD 01,643,161,478,2012,president
KENOSHA,CITY OF KENOSHA WARD 02,547,203,329,2012,president
KENOSHA,CITY OF KENOSHA WARD 03,570,197,351,2012,president
KENOSHA,CITY OF KENOSHA WARD 04,807,237,552,2012,president
KENOSHA,CITY OF KENOSHA WARD 05,495,131,355,2012,president
KENOSHA,CITY OF KENOSHA WARD 06,450,150,294,2012,president
KENOSHA,CITY OF KENOSHA WARD 07,511,66,435,2012,president
KENOSHA,CITY OF KENOSHA WARD 08,927,282,627,2012,president
KENOSHA,CITY OF KENOSHA WARD 09,575,169,399,2012,president
KENOSHA,CITY OF KENOSHA WARD 10,489,77,407,2012,president
KENOSHA,CITY OF KENOSHA WARD 11,438,100,331,2012,president
KENOSHA,CITY OF KENOSHA WARD 12,590,190,392,2012,president
KENOSHA,CITY OF KENOSHA WARD 13,755,349,397,2012,president
KENOSHA,CITY OF KENOSHA WARD 14,637,239,392,2012,president
KENOSHA,CITY OF KENOSHA WARD 15,873,286,576,2012,president
KENOSHA,CITY OF KENOSHA WARD 16,430,127,297,2012,president
KENOSHA,CITY OF KENOSHA WARD 17,181,59,119,2012,president
KENOSHA,CITY OF KENOSHA WARD 18,714,227,481,2012,president
KENOSHA,CITY OF KENOSHA WARD 19,292,70,219,2012,president
KENOSHA,CITY OF KENOSHA WARD 20,604,242,357,2012,president
KENOSHA,CITY OF KENOSHA WARD 21,187,87,99,2012,president
KENOSHA,CITY OF KENOSHA WARD 22,1373,611,748,2012,president
KENOSHA,CITY OF KENOSHA WARD 23,378,136,236,2012,president
KENOSHA,CITY OF KENOSHA WARD 24,688,219,457,2012,president
KENOSHA,CITY OF KENOSHA WARD 25,794,255,530,2012,president
KENOSHA,CITY OF KENOSHA WARD 26,369,96,273,2012,president
KENOSHA,CITY OF KENOSHA WARD 27,549,130,415,2012,president
KENOSHA,CITY OF KENOSHA WARD 28,423,93,325,2012,president
KENOSHA,CITY OF KENOSHA WARD 29,543,96,440,2012,president
KENOSHA,CITY OF KENOSHA WARD 30,460,63,395,2012,president
KENOSHA,CITY OF KENOSHA WARD 31,810,224,560,2012,president
KENOSHA,CITY OF KENOSHA WARD 32,316,53,257,2012,president
KENOSHA,CITY OF KENOSHA WARD 33,29,6,22,2012,president
KENOSHA,CITY OF KENOSHA WARD 34,463,155,304,2012,president
KENOSHA,CITY OF KENOSHA WARD 35,930,280,633,2012,president
KENOSHA,CITY OF KENOSHA WARD 36,291,33,257,2012,president
KENOSHA,CITY OF KENOSHA WARD 37,808,238,557,2012,president
KENOSHA,CITY OF KENOSHA WARD 38,1070,428,630,2012,president
KENOSHA,CITY OF KENOSHA WARD 39,676,262,407,2012,president
KENOSHA,CITY OF KENOSHA WARD 40,290,70,215,2012,president
KENOSHA,CITY OF KENOSHA WARD 41,541,169,365,2012,president
KENOSHA,CITY OF KENOSHA WARD 42,430,113,312,2012,president
KENOSHA,CITY OF KENOSHA WARD 43,827,292,521,2012,president
KENOSHA,CITY OF KENOSHA WARD 44,531,244,282,2012,president
KENOSHA,CITY OF KENOSHA WARD 45,372,135,235,2012,president
KENOSHA,CITY OF KENOSHA WARD 46,449,84,359,2012,president
KENOSHA,CITY OF KENOSHA WARD 47,241,73,165,2012,president
KENOSHA,CITY OF KENOSHA WARD 48,350,70,279,2012,president
KENOSHA,CITY OF KENOSHA WARD 49,444,86,351,2012,president
KENOSHA,CITY OF KENOSHA WARD 50,570,145,414,2012,president
KENOSHA,CITY OF KENOSHA WARD 51,338,106,226,2012,president
KENOSHA,CITY OF KENOSHA WARD 52,700,194,497,2012,president
KENOSHA,CITY OF KENOSHA WARD 53,274,114,155,2012,president
KENOSHA,CITY OF KENOSHA WARD 54,849,335,508,2012,president
KENOSHA,CITY OF KENOSHA WARD 55,410,158,247,2012,president
KENOSHA,CITY OF KENOSHA WARD 56,525,198,316,2012,president
KENOSHA,CITY OF KENOSHA WARD 57,834,366,464,2012,president
KENOSHA,CITY OF KENOSHA WARD 58,50,23,26,2012,president
KENOSHA,CITY OF KENOSHA WARD 59,1027,424,593,2012,president
KENOSHA,CITY OF KENOSHA WARD 60,822,320,487,2012,president
KENOSHA,CITY OF KENOSHA WARD 61,419,166,247,2012,president
KENOSHA,CITY OF KENOSHA WARD 62,848,345,493,2012,president
KENOSHA,CITY OF KENOSHA WARD 63,553,200,349,2012,president
KENOSHA,CITY OF KENOSHA WARD 64,745,333,401,2012,president
KENOSHA,CITY OF KENOSHA WARD 65,33,12,19,2012,president
KENOSHA,CITY OF KENOSHA WARD 66,1237,515,708,2012,president
KENOSHA,CITY OF KENOSHA WARD 67,783,349,428,2012,president
KENOSHA,CITY OF KENOSHA WARD 68,388,173,206,2012,president
KENOSHA,CITY OF KENOSHA WARD 69,71,38,33,2012,president
KENOSHA,CITY OF KENOSHA WARD 70,24,6,16,2012,president
KENOSHA,CITY OF KENOSHA WARD 71,320,108,209,2012,president
KENOSHA,CITY OF KENOSHA WARD 72,715,310,392,2012,president
KENOSHA,CITY OF KENOSHA WARD 73,605,269,327,2012,president
KENOSHA,CITY OF KENOSHA WARD 74,2,0,2,2012,president
KENOSHA,CITY OF KENOSHA WARD 75,335,204,129,2012,president
KENOSHA,CITY OF KENOSHA WARD 76,425,247,168,2012,president
KENOSHA,CITY OF KENOSHA WARD 77,767,365,395,2012,president
KENOSHA,CITY OF KENOSHA WARD 78,777,332,437,2012,president
KENOSHA,CITY OF KENOSHA WARD 79,760,375,379,2012,president
KENOSHA,CITY OF KENOSHA WARD 80,222,60,159,2012,president
KENOSHA,CITY OF KENOSHA WARD 81,323,104,209,2012,president
KENOSHA,CITY OF KENOSHA WARD 82,213,62,148,2012,president
KENOSHA,CITY OF KENOSHA WARD 83,0,0,0,2012,president
KENOSHA,CITY OF KENOSHA WARD 84,342,102,237,2012,president
KENOSHA,CITY OF KENOSHA WARD 85,40,14,26,2012,president
KENOSHA,CITY OF KENOSHA WARD 86,213,77,134,2012,president
KENOSHA,CITY OF KENOSHA WARD 87,428,210,215,2012,president
KENOSHA,CITY OF KENOSHA WARD 88,1,0,1,2012,president
KEWAUNEE,TOWN OF AHNAPEE WARD 1,522,246,270,2012,president
KEWAUNEE,TOWN OF CARLTON WARDS 1 -2,601,318,275,2012,president
KEWAUNEE,TOWN OF CASCO WARDS 1-3,648,377,267,2012,president
KEWAUNEE,TOWN OF FRANKLIN WARD 1,555,284,260,2012,president
KEWAUNEE,TOWN OF LINCOLN WARD 1,492,247,240,2012,president
KEWAUNEE,TOWN OF LUXEMBURG WARDS  1 - 3,849,556,286,2012,president
KEWAUNEE,TOWN OF MONTPELIER WARDS 1-3,791,471,309,2012,president
KEWAUNEE,TOWN OF PIERCE WARDS 1-2,474,219,250,2012,president
KEWAUNEE,TOWN OF RED RIVER WARDS 1-3,814,462,341,2012,president
KEWAUNEE,TOWN OF WEST KEWAUNEE WARDS 1-2,677,399,268,2012,president
KEWAUNEE,VILLAGE OF CASCO WARD 1,284,159,121,2012,president
KEWAUNEE,VILLAGE OF LUXEMBURG WARDS 1-5,1302,709,581,2012,president
KEWAUNEE,CITY OF ALGOMA WARDS 1 -6,1542,631,889,2012,president
KEWAUNEE,CITY OF KEWAUNEE WARDS 1-5,1486,669,796,2012,president
LA CROSSE,TOWN OF BANGOR WARD 1,313,170,137,2012,president
LA CROSSE,TOWN OF BARRE WARDS 1 & 2,712,386,313,2012,president
LA CROSSE,TOWN OF BURNS WARD 1,559,266,290,2012,president
LA CROSSE,TOWN OF CAMPBELL WARDS 1 - 6,2545,985,1525,2012,president
LA CROSSE,TOWN OF FARMINGTON WARDS 1 & 2,1060,441,604,2012,president
LA CROSSE,TOWN OF GREENFIELD WARDS 1 & 2,1183,579,590,2012,president
LA CROSSE,TOWN OF HAMILTON WARDS 1 - 5,1453,785,654,2012,president
LA CROSSE,TOWN OF HOLLAND WARDS 1-6,2251,1138,1069,2012,president
LA CROSSE,TOWN OF MEDARY WARDS 1 & 2,982,480,486,2012,president
LA CROSSE,TOWN OF ONALASKA WARDS 1-8,3282,1651,1604,2012,president
LA CROSSE,TOWN OF SHELBY WARDS 1-4,1869,846,996,2012,president
LA CROSSE,TOWN OF SHELBY WARDS 5-6,1219,571,645,2012,president
LA CROSSE,TOWN OF WASHINGTON WARD 1,322,135,178,2012,president
LA CROSSE,VILLAGE OF BANGOR WARDS 1 & 2,742,317,416,2012,president
LA CROSSE,VILLAGE OF HOLMEN WARDS 1-11,4598,1934,2596,2012,president
LA CROSSE,VILLAGE OF ROCKLAND WARD 1,295,143,144,2012,president
LA CROSSE,VILLAGE OF WEST SALEM WARDS 1-6,2469,1117,1311,2012,president
LA CROSSE,CITY OF LA CROSSE WARD 1,1680,647,1004,2012,president
LA CROSSE,CITY OF LA CROSSE WARD 2,451,132,310,2012,president
LA CROSSE,CITY OF LA CROSSE WARD 3,1024,346,670,2012,president
LA CROSSE,CITY OF LA CROSSE WARD 4,475,119,345,2012,president
LA CROSSE,CITY OF LA CROSSE WARD 5,718,174,533,2012,president
LA CROSSE,CITY OF LA CROSSE WARD 6,1275,388,859,2012,president
LA CROSSE,CITY OF LA CROSSE WARD 7,1648,483,1120,2012,president
LA CROSSE,CITY OF LA CROSSE WARD 8,2027,766,1227,2012,president
LA CROSSE,CITY OF LA CROSSE WARD 9,2108,665,1401,2012,president
LA CROSSE,CITY OF LA CROSSE WARD 10,473,162,298,2012,president
LA CROSSE,CITY OF LA CROSSE WARD 11,433,167,255,2012,president
LA CROSSE,CITY OF LA CROSSE WARD 12,515,204,300,2012,president
LA CROSSE,CITY OF LA CROSSE WARD 13,418,139,268,2012,president
LA CROSSE,CITY OF LA CROSSE WARD 14,810,210,574,2012,president
LA CROSSE,CITY OF LA CROSSE WARD 15,579,171,394,2012,president
LA CROSSE,CITY OF LA CROSSE WARD 16,897,216,658,2012,president
LA CROSSE,CITY OF LA CROSSE WARD 17,356,80,270,2012,president
LA CROSSE,CITY OF LA CROSSE WARD 18,476,133,340,2012,president
LA CROSSE,CITY OF LA CROSSE WARD 19,462,134,315,2012,president
LA CROSSE,CITY OF LA CROSSE WARD 20,793,244,534,2012,president
LA CROSSE,CITY OF LA CROSSE WARD 21,1986,688,1261,2012,president
LA CROSSE,CITY OF LA CROSSE WARD 22,1234,342,851,2012,president
LA CROSSE,CITY OF LA CROSSE WARD 23,465,137,320,2012,president
LA CROSSE,CITY OF LA CROSSE WARD 24,1129,388,716,2012,president
LA CROSSE,CITY OF LA CROSSE WARD 25,757,305,434,2012,president
LA CROSSE,CITY OF LA CROSSE WARD 26,1570,586,960,2012,president
LA CROSSE,CITY OF LA CROSSE WARD 27,769,242,513,2012,president
LA CROSSE,CITY OF LA CROSSE WARD 28,624,212,402,2012,president
LA CROSSE,CITY OF LA CROSSE WARD 29,1611,629,961,2012,president
LA CROSSE,CITY OF ONALASKA WARD 1-4,3237,1597,1613,2012,president
LA CROSSE,CITY OF ONALASKA WARD 5-8,3128,1307,1781,2012,president
LA CROSSE,CITY OF ONALASKA WARD 9-12,3480,1794,1648,2012,president
LAFAYETTE,TOWN OF ARGYLE WARDS 1-3,246,102,142,2012,president
LAFAYETTE,TOWN OF BELMONT WARDS 1 & 2,318,149,165,2012,president
LAFAYETTE,TOWN OF BENTON WARDS 1 & 2,250,126,124,2012,president
LAFAYETTE,TOWN OF BLANCHARD WARD 1,175,65,102,2012,president
LAFAYETTE,TOWN OF DARLINGTON WARDS 1-3,489,244,242,2012,president
LAFAYETTE,TOWN OF ELK GROVE WARDS 1 & 2,210,102,101,2012,president
LAFAYETTE,TOWN OF FAYETTE WARDS 1 & 2,172,74,95,2012,president
LAFAYETTE,TOWN OF GRATIOT WARD 1,285,156,127,2012,president
LAFAYETTE,TOWN OF KENDALL WARD 1,183,86,93,2012,president
LAFAYETTE,TOWN OF LAMONT WARDS 1 & 2,159,68,89,2012,president
LAFAYETTE,TOWN OF MONTICELLO WARD 1,60,37,21,2012,president
LAFAYETTE,TOWN OF NEW DIGGINGS WARD 1,251,107,141,2012,president
LAFAYETTE,TOWN OF SEYMOUR WARDS 1 & 2,156,77,77,2012,president
LAFAYETTE,TOWN OF SHULLSBURG WARD 1,178,71,106,2012,president
LAFAYETTE,TOWN OF WAYNE WARD 1,226,136,88,2012,president
LAFAYETTE,TOWN OF WHITE OAK SPRINGS WARD 1,59,31,28,2012,president
LAFAYETTE,TOWN OF WILLOW SPRINGS WARD 1,378,198,169,2012,president
LAFAYETTE,TOWN OF WIOTA WARD 1,452,200,251,2012,president
LAFAYETTE,VILLAGE OF ARGYLE WARD 1,408,128,274,2012,president
LAFAYETTE,VILLAGE OF BELMONT WARD 1,453,202,249,2012,president
LAFAYETTE,VILLAGE OF BENTON WARD 1,464,143,317,2012,president
