block_2000,ward_2002,pop_2000
550790134002015,Milwaukee - C 73,0
550790134002009,Milwaukee - C 73,106
550790134002010,Milwaukee - C 72,45
550790136001005,Milwaukee - C 66,316
550790137001004,Milwaukee - C 66,26
550790134001005,Milwaukee - C 72,52
550790203002010,Milwaukee - C 218,144
550790204003001,Milwaukee - C 248,95
550790205001004,Milwaukee - C 243,150
550790002022008,Milwaukee - C 264,102
550790006004009,Milwaukee - C 154,245
550790194002004,Milwaukee - C 193,502
550790194002001,Milwaukee - C 192,319
550790195001004,Milwaukee - C 194,113
550790194001013,Milwaukee - C 192,96
550790194001006,Milwaukee - C 192,80
550790205001007,Milwaukee - C 243,112
550790205001002,Milwaukee - C 243,124
550790205003004,Milwaukee - C 248,85
550790203001010,Milwaukee - C 242,95
550790205003002,Milwaukee - C 248,96
550790203001000,Milwaukee - C 242,240
550790185001016,Milwaukee - C 242,0
550790203001013,Milwaukee - C 218,30
550790177001012,Milwaukee - C 235,0
550790186001000,Milwaukee - C 142,210
550790177002009,Milwaukee - C 235,50
550790205002000,Milwaukee - C 243,81
550790185002004,Milwaukee - C 217,61
550790138001003,Milwaukee - C 310,125
550790195001001,Milwaukee - C 195,59
550790195001000,Milwaukee - C 191,91
550790901002017,Wauwatosa - C 23,51
550790902001006,Wauwatosa - C 22,41
550790902001013,Wauwatosa - C 22,63
550790902001022,Wauwatosa - C 22,13
550790903001013,Wauwatosa - C 19,80
550790903001015,Wauwatosa - C 19,53
550790904001003,Wauwatosa - C 19,29
550790904001002,Wauwatosa - C 19,65
550790904001001,Wauwatosa - C 20,74
550790902001024,Milwaukee - C 91,19
550790902001023,Wauwatosa - C 22,43
550790904002005,Wauwatosa - C 5,31
550790904002020,Wauwatosa - C 5,59
550790912004004,Wauwatosa - C 6,69
550790911003007,Wauwatosa - C 1,80
550790912003007,Wauwatosa - C 4,0
550790912003000,Wauwatosa - C 4,308
550790912002008,Wauwatosa - C 10,150
550790903001005,Wauwatosa - C 17,19
550790901001008,Wauwatosa - C 24,67
550790901001018,Wauwatosa - C 24,65
550790901001009,Wauwatosa - C 24,22
550790034004019,Milwaukee - C 88,0
550790901001030,Wauwatosa - C 24,10
550790912002011,Wauwatosa - C 10,39
550790913003014,Wauwatosa - C 12,0
550790913002013,Wauwatosa - C 12,41
550790913002016,Wauwatosa - C 12,94
550791402023007,Greendale - V 5,124
550791402021013,Greendale - V 9,75
550791402021011,Greendale - V 9,48
550791402021006,Greendale - V 7,13
550791402023006,Greendale - V 5,31
550791402024015,Greendale - V 8,55
550791402023016,Greendale - V 5,16
550791401002012,Greendale - V 10,30
550791401002010,Greendale - V 10,0
550791401002003,Greendale - V 10,27
550791401002002,Greendale - V 10,117
550791401002024,Greendale - V 1,281
550791401002030,Greendale - V 1,137
550791401001004,Greendale - V 2,61
550791402012022,Greendale - V 4,37
550791402013017,Greendale - V 4,33
550791401002038,Greendale - V 10,4
550791402024013,Greendale - V 8,192
550791201003022,Greenfield - C 12,71
550791201002019,Greenfield - C 11,61
550790118001006,Milwaukee - C 314,92
550790012002005,Milwaukee - C 159,237
550790012001009,Milwaukee - C 159,68
550790019004005,Milwaukee - C 159,207
550790019003006,Milwaukee - C 8,119
550790019003000,Milwaukee - C 8,148
550790019004006,Milwaukee - C 159,55
550790030001005,Milwaukee - C 10,99
550790007001012,Milwaukee - C 148,47
550790008001000,Milwaukee - C 151,243
550790007002010,Milwaukee - C 148,41
550790011001005,Milwaukee - C 152,25
550790008001001,Milwaukee - C 151,136
550790011001003,Milwaukee - C 151,0
550790026001007,Milwaukee - C 15,111
550790026002003,Milwaukee - C 15,138
550790026001004,Milwaukee - C 15,44
550790040003003,Milwaukee - C 116,91
550790040003010,Milwaukee - C 116,61
550790040003001,Milwaukee - C 116,76
550790041003005,Milwaukee - C 115,68
550790038001005,Milwaukee - C 117,88
550790038001008,Milwaukee - C 117,82
550790041003002,Milwaukee - C 115,53
550790041003015,Milwaukee - C 115,65
550790041002003,Milwaukee - C 115,18
550790041002005,Milwaukee - C 115,137
550790211001005,Milwaukee - C 223,125
550790212001000,Milwaukee - C 225,175
550790185002001,Milwaukee - C 217,62
550790185002000,Milwaukee - C 217,31
550790185002012,Milwaukee - C 217,33
550790211001003,Milwaukee - C 223,66
550790211001001,Milwaukee - C 217,74
550790212001013,Milwaukee - C 225,0
550790209002008,Milwaukee - C 224,38
550790207005006,Milwaukee - C 256,86
550790140001006,Milwaukee - C 314,0
550790132001050,Milwaukee - C 201,0
550790215003013,Milwaukee - C 228,75
550790217002004,Milwaukee - C 231,215
550790217003012,Milwaukee - C 231,52
550791601002028,Oak Creek - C 5,774
550790215002005,Milwaukee - C 230,59
550790215002011,Milwaukee - C 230,38
550790217002001,Milwaukee - C 230,17
550790217002008,Milwaukee - C 230,26
550790217003009,Milwaukee - C 232,145
550790913001005,Wauwatosa - C 12,54
550790914001001,Wauwatosa - C 11,41
550790914001013,Wauwatosa - C 11,76
550790907002010,Wauwatosa - C 17,53
550790907003009,Wauwatosa - C 17,75
550790907003005,Wauwatosa - C 17,18
550790907002011,Wauwatosa - C 17,9
550790907003014,Wauwatosa - C 17,52
550790907001005,Wauwatosa - C 17,63
550790907002015,Wauwatosa - C 5,41
550790907002004,Wauwatosa - C 5,65
550790907001017,Wauwatosa - C 5,81
550790907001013,Wauwatosa - C 17,93
550790903002011,Wauwatosa - C 19,0
550790904001011,Wauwatosa - C 20,29
550790904003005,Wauwatosa - C 20,26
550790904003023,Wauwatosa - C 20,24
550790904003004,Wauwatosa - C 20,28
550790906003005,Wauwatosa - C 9,51
550790908001010,Wauwatosa - C 16,62
550790907002003,Wauwatosa - C 5,93
550790907002018,Wauwatosa - C 5,62
550790911005012,Wauwatosa - C 5,138
550790908002008,Wauwatosa - C 16,68
550790909005009,Wauwatosa - C 4,180
550790911004000,Wauwatosa - C 4,176
550790904001018,Wauwatosa - C 20,26
550790904003000,Wauwatosa - C 20,55
550790904003013,Wauwatosa - C 20,34
550791402012017,Greendale - V 3,43
550791402012019,Greendale - V 3,15
550791402011010,Greendale - V 9,23
550791402011004,Greendale - V 9,101
550791402011009,Greendale - V 9,140
550791402023004,Greendale - V 5,193
550791402013009,Greendale - V 2,89
550791402023022,Greendale - V 5,0
550791402021014,Greendale - V 9,35
550791402021005,Greendale - V 7,110
550791402022015,Greendale - V 6,44
550791402022018,Greendale - V 7,28
550791402024006,Greendale - V 8,23
550791402023005,Greendale - V 5,19
550791402011016,Greendale - V 4,226
550791401002036,Greendale - V 1,0
550791401002035,Greendale - V 1,0
550790030004011,Milwaukee - C 27,80
550790012003000,Milwaukee - C 160,191
550790012003008,Milwaukee - C 160,166
550790031001008,Milwaukee - C 113,167
550790031002009,Milwaukee - C 113,129
550790036001005,Milwaukee - C 32,33
550790036001009,Milwaukee - C 32,40
550790037002009,Milwaukee - C 118,84
550790037001005,Milwaukee - C 118,94
550790037002011,Milwaukee - C 118,98
550790036001015,Milwaukee - C 32,0
550790037001013,Milwaukee - C 118,82
550790037001008,Milwaukee - C 118,109
550790036001011,Milwaukee - C 32,78
550790040001006,Milwaukee - C 32,90
550790040001000,Milwaukee - C 32,73
550790037001000,Milwaukee - C 35,102
550790038003005,Milwaukee - C 117,41
550790028002003,Milwaukee - C 6,68
550790025003008,Milwaukee - C 6,86
550790134002008,Milwaukee - C 73,78
550790137002002,Milwaukee - C 66,100
550790134001008,Milwaukee - C 72,127
550790149002005,Milwaukee - C 72,123
550790149002006,Milwaukee - C 72,53
550790137002008,Milwaukee - C 66,46
550790132001011,Milwaukee - C 64,0
550790120001008,Milwaukee - C 309,0
550790119001003,Milwaukee - C 309,98
550790215003004,Milwaukee - C 228,14
550790215001005,Milwaukee - C 228,63
550790213001011,Milwaukee - C 222,79
550790214001009,Milwaukee - C 226,559
550790187002005,Milwaukee - C 141,42
550790076003002,Milwaukee - C 42,0
550790030002007,Milwaukee - C 10,25
550790130001011,Milwaukee - C 283,24
550790010001012,Milwaukee - C 157,13
550790154001032,Milwaukee - C 202,0
550790196001002,Milwaukee - C 190,36
550790192003006,Milwaukee - C 184,5
550790198005003,Milwaukee - C 189,119
550790112001003,Milwaukee - C 53,140
550790175004003,Milwaukee - C 139,182
550790188001000,Milwaukee - C 140,353
550790175003004,Milwaukee - C 215,95
550790175002002,Milwaukee - C 214,137
550790175002003,Milwaukee - C 215,152
550790187003009,Milwaukee - C 244,106
550790187002003,Milwaukee - C 141,93
550790187002002,Milwaukee - C 141,132
550790187002008,Milwaukee - C 141,114
550790187002001,Milwaukee - C 141,63
550790175002000,Milwaukee - C 214,144
550790175002005,Milwaukee - C 215,223
550791707002008,South Milwaukee - C 5,35
550791705002001,South Milwaukee - C 7,53
550791705002000,South Milwaukee - C 7,68
550791705003008,South Milwaukee - C 8,62
550791704002014,South Milwaukee - C 9,52
550791705001005,South Milwaukee - C 7,41
550791702002000,South Milwaukee - C 15,59
550791703003002,South Milwaukee - C 14,93
550791703004012,South Milwaukee - C 13,87
550790906002004,Wauwatosa - C 9,35
550790906001017,Wauwatosa - C 9,0
550790904002012,Wauwatosa - C 20,0
550790906001008,Wauwatosa - C 9,0
550790906002000,Wauwatosa - C 9,20
550790906001007,Wauwatosa - C 8,59
550790906002017,Wauwatosa - C 9,0
550790906001002,Wauwatosa - C 8,65
550790912004001,Wauwatosa - C 6,11
550790913003011,Wauwatosa - C 7,72
550790913004004,Wauwatosa - C 7,58
550790913004010,Wauwatosa - C 7,90
550790912004013,Wauwatosa - C 7,81
550790913003005,Wauwatosa - C 12,61
550790909004006,Wauwatosa - C 13,22
550790910006003,Wauwatosa - C 14,68
550790910006006,Wauwatosa - C 14,74
550791503024007,Franklin - C 2,375
550791503022009,Franklin - C 8,0
550791503024017,Franklin - C 2,27
550791502004026,Franklin - C 13,105
550791503023013,Franklin - C 4,27
550791503024021,Franklin - C 2,49
550791502002007,Franklin - C 18,60
550791502005007,Franklin - C 16,59
550791501003035,Franklin - C 20,20
550791503022010,Franklin - C 8,45
550791503011012,Franklin - C 23,77
550791503011022,Franklin - C 23,65
550791503012007,Franklin - C 5,18
550791502004030,Franklin - C 14,5
550791502003010,Franklin - C 17,0
550791503021013,Franklin - C 24,23
550791503021021,Franklin - C 8,0
550791503022001,Franklin - C 8,509
550791503021001,Franklin - C 8,18
550791503022004,Franklin - C 8,100
550790021003007,Milwaukee - C 162,119
550790025001001,Milwaukee - C 5,0
550790021002000,Milwaukee - C 161,113
550790021001010,Milwaukee - C 161,6
550790024003006,Milwaukee - C 4,25
550790022003007,Milwaukee - C 1,0
550790021001012,Milwaukee - C 161,172
550790156001008,Milwaukee - C 201,69
550790155001014,Milwaukee - C 201,80
550790155001025,Milwaukee - C 201,64
550790155001024,Milwaukee - C 201,104
550790155001020,Milwaukee - C 201,32
550790155001028,Milwaukee - C 201,26
550790167001001,Milwaukee - C 209,264
550790165002005,Milwaukee - C 202,145
550790167003001,Milwaukee - C 210,211
550790005022000,Milwaukee - C 272,0
550790006005001,Milwaukee - C 153,80
550790001003009,Milwaukee - C 265,12
550790051001004,Milwaukee - C 36,61
550790051001014,Milwaukee - C 36,80
550790051001000,Milwaukee - C 35,84
550790036001006,Milwaukee - C 32,0
550790037002006,Milwaukee - C 36,77
550790053001001,Milwaukee - C 89,74
550790053001009,Milwaukee - C 89,69
550790053002016,Milwaukee - C 92,47
550790057002002,Milwaukee - C 92,39
550790057002001,Milwaukee - C 92,59
550790112001002,Milwaukee - C 53,199
550790112002010,Milwaukee - C 54,45
550790153001041,Milwaukee - C 59,5
550790153001044,Milwaukee - C 59,157
550790153001039,Milwaukee - C 59,0
550790143002004,Milwaukee - C 58,6
550790143002012,Milwaukee - C 59,0
550790200001002,Milwaukee - C 144,65
550790200001017,Milwaukee - C 144,38
550790200001019,Milwaukee - C 144,19
550790200001013,Milwaukee - C 144,82
550790200001011,Milwaukee - C 144,81
550790200001026,Milwaukee - C 220,10
550790201003005,Milwaukee - C 143,41
550790174002007,Milwaukee - C 136,58
550790174001006,Milwaukee - C 136,56
550790174002009,Milwaukee - C 136,86
550790188002008,Milwaukee - C 140,50
550790188002000,Milwaukee - C 140,245
550790188001002,Milwaukee - C 140,271
550790201003003,Milwaukee - C 143,0
550790201003018,Milwaukee - C 246,85
550790201001018,Milwaukee - C 247,85
550790201001013,Milwaukee - C 245,189
550790201001007,Milwaukee - C 245,34
550790112001005,Milwaukee - C 53,95
550790153001032,Milwaukee - C 56,0
550790108002005,Milwaukee - C 52,120
550790803003001,Shorewood - V 5,119
550790803003000,Shorewood - V 5,90
550790803005010,Shorewood - V 4,28
550790801001002,Shorewood - V 12,64
550790802001004,Shorewood - V 11,5
550790802001014,Shorewood - V 8,155
550790801002004,Shorewood - V 10,21
550790801002006,Shorewood - V 9,47
550790802003005,Shorewood - V 9,158
550790802002007,Shorewood - V 8,110
550790804002006,Shorewood - V 3,188
550790802001001,Shorewood - V 8,19
550791702002002,South Milwaukee - C 15,106
550791702002015,South Milwaukee - C 15,89
550791703004002,South Milwaukee - C 14,75
550791703001014,South Milwaukee - C 13,55
550791703004000,South Milwaukee - C 13,50
550791702001011,South Milwaukee - C 16,38
550791702001012,South Milwaukee - C 13,36
550791703004005,South Milwaukee - C 13,52
550791703001006,South Milwaukee - C 13,16
550791701001018,South Milwaukee - C 1,72
550791706004000,South Milwaukee - C 3,4
550791701003015,South Milwaukee - C 3,57
550791706004007,South Milwaukee - C 3,63
550791706004006,South Milwaukee - C 3,71
550791706003002,South Milwaukee - C 3,107
550791706003008,South Milwaukee - C 12,53
550791501002005,Franklin - C 9,657
550791501002006,Franklin - C 9,279
550791501001018,Franklin - C 12,50
550791501001006,Franklin - C 11,0
550791502002004,Franklin - C 18,25
550791503012004,Franklin - C 6,5
550791503023020,Franklin - C 7,106
550791503022007,Franklin - C 8,109
550791501002007,Franklin - C 9,171
550791503024019,Franklin - C 2,15
550791503013012,Franklin - C 21,17
550791501003029,Franklin - C 19,0
550791502002013,Franklin - C 16,89
550791502002001,Franklin - C 18,79
550791502002005,Franklin - C 18,45
550791503023006,Franklin - C 4,126
550791502003016,Franklin - C 17,67
550791502003013,Franklin - C 17,40
550791502004023,Franklin - C 13,72
550791502005005,Franklin - C 13,48
550790021001000,Milwaukee - C 161,0
550790021001008,Milwaukee - C 161,0
550790024003004,Milwaukee - C 4,8
550790024003003,Milwaukee - C 4,99
550790022003003,Milwaukee - C 1,51
550790156001009,Milwaukee - C 63,107
550790132001024,Milwaukee - C 201,0
550790132001046,Milwaukee - C 201,0
550790155001006,Milwaukee - C 201,2
550790132001034,Milwaukee - C 201,2
550790132001033,Milwaukee - C 201,2
550790132001027,Milwaukee - C 201,0
550790132001030,Milwaukee - C 201,0
550790155001007,Milwaukee - C 201,10
550790155001010,Milwaukee - C 201,13
550790155001013,Milwaukee - C 201,53
550790154001026,Milwaukee - C 202,0
550790165001000,Milwaukee - C 203,150
550790165001003,Milwaukee - C 203,128
550790165001007,Milwaukee - C 209,0
550790165002006,Milwaukee - C 209,117
550790167001008,Milwaukee - C 210,47
550790167001010,Milwaukee - C 210,58
550790166001003,Milwaukee - C 210,180
550790167002000,Milwaukee - C 210,107
550790167002005,Milwaukee - C 210,231
550790166001008,Milwaukee - C 210,144
550790166001009,Milwaukee - C 210,134
550790166002004,Milwaukee - C 202,0
550790172002000,Milwaukee - C 138,83
550790189001018,Milwaukee - C 182,0
550790189001014,Milwaukee - C 144,0
550790189001009,Milwaukee - C 144,116
550790112002001,Milwaukee - C 53,167
550790111001007,Milwaukee - C 54,120
550790112002003,Milwaukee - C 53,60
550790110001006,Milwaukee - C 54,173
550790111001006,Milwaukee - C 54,128
550790111001005,Milwaukee - C 54,106
550790111002001,Milwaukee - C 54,42
550790111002000,Milwaukee - C 54,119
550790111002005,Milwaukee - C 54,74
550790110002002,Milwaukee - C 54,43
550790110002004,Milwaukee - C 54,527
550790109001024,Milwaukee - C 52,0
550790144001026,Milwaukee - C 59,0
550790144001012,Milwaukee - C 58,245
550790144001027,Milwaukee - C 59,9
550790153001022,Milwaukee - C 59,0
550790153001024,Milwaukee - C 59,0
550790153001013,Milwaukee - C 59,0
550790143002003,Milwaukee - C 59,295
550790200002005,Milwaukee - C 220,80
550790200001001,Milwaukee - C 144,0
550790200001008,Milwaukee - C 144,0
550790201003002,Milwaukee - C 143,0
550790200001012,Milwaukee - C 144,0
550791701003016,South Milwaukee - C 3,21
550791706001003,South Milwaukee - C 4,87
550791704001014,South Milwaukee - C 11,94
550791704002004,South Milwaukee - C 10,631
550791704002008,South Milwaukee - C 10,83
550791704001015,South Milwaukee - C 9,38
550791704002009,South Milwaukee - C 9,74
550791704002012,South Milwaukee - C 9,120
550791705002005,South Milwaukee - C 6,10
550791705001010,South Milwaukee - C 7,50
550791705003005,South Milwaukee - C 8,73
550791701002000,South Milwaukee - C 1,44
550791701003001,South Milwaukee - C 1,58
550791701003018,South Milwaukee - C 2,33
550791701003002,South Milwaukee - C 1,0
550791707003000,South Milwaukee - C 4,35
550791707002007,South Milwaukee - C 5,48
550791704002015,South Milwaukee - C 9,78
550791702001003,South Milwaukee - C 16,12
550791704002005,South Milwaukee - C 10,36
550791704002016,South Milwaukee - C 9,70
550790906001018,Wauwatosa - C 9,64
550790905001002,Wauwatosa - C 5,0
550790601002024,Glendale - C 5,58
550790602005000,Glendale - C 6,135
550790602004011,Glendale - C 12,47
550790602005016,Glendale - C 6,28
550790601002006,Glendale - C 3,53
550790601002005,Glendale - C 9,0
550790602002015,Glendale - C 2,116
550790602002004,Glendale - C 7,58
550790602002002,Glendale - C 8,54
550790602003003,Glendale - C 2,98
550790602003019,Glendale - C 2,70
550790602001006,Glendale - C 7,9
550790701004009,Whitefish Bay - V 3,18
550790602002993,Glendale - C 1,0
550790602001029,Glendale - C 1,0
550790602001020,Glendale - C 1,64
550790602001033,Glendale - C 1,0
550790044001006,Milwaukee - C 96,112
550791402012005,Greendale - V 3,48
550791402012023,Greendale - V 3,34
550791402011018,Greendale - V 4,154
550791402012000,Greendale - V 9,283
550790013001009,Milwaukee - C 20,139
550790012003002,Milwaukee - C 160,130
550790012002000,Milwaukee - C 160,212
550790031001006,Milwaukee - C 113,101
550790027002006,Milwaukee - C 114,12
550790031002010,Milwaukee - C 113,118
550790027002002,Milwaukee - C 113,230
550790036001001,Milwaukee - C 32,82
550790040001002,Milwaukee - C 32,89
550790036001008,Milwaukee - C 32,45
550790037002000,Milwaukee - C 35,109
550790040001005,Milwaukee - C 32,85
550790038003004,Milwaukee - C 117,101
550790038003010,Milwaukee - C 117,88
550790028001004,Milwaukee - C 6,73
550790025003007,Milwaukee - C 6,31
550790134003006,Milwaukee - C 73,98
550790134002006,Milwaukee - C 73,43
550790134003004,Milwaukee - C 73,91
550790135002002,Milwaukee - C 71,144
550790134001002,Milwaukee - C 72,112
550790149001006,Milwaukee - C 72,53
550790134001004,Milwaukee - C 72,11
550790119001005,Milwaukee - C 309,146
550790137002001,Milwaukee - C 66,0
550790019003002,Milwaukee - C 8,60
550790007002000,Milwaukee - C 148,71
550790008001010,Milwaukee - C 153,92
550790216002000,Milwaukee - C 227,396
550790128003001,Milwaukee - C 287,0
550790001002005,Milwaukee - C 258,98
550790027002008,Milwaukee - C 114,74
550790027002007,Milwaukee - C 114,63
550790021001011,Milwaukee - C 161,14
550790214001007,Milwaukee - C 226,201
550790187001003,Milwaukee - C 141,176
550790175002001,Milwaukee - C 214,90
550790176002003,Milwaukee - C 215,258
550790187002000,Milwaukee - C 141,60
550790186001005,Milwaukee - C 141,185
550790186003001,Milwaukee - C 142,57
550790204001006,Milwaukee - C 245,116
550790204002002,Milwaukee - C 244,73
550790204002005,Milwaukee - C 244,63
550790204003004,Milwaukee - C 245,107
550790203002003,Milwaukee - C 247,26
550790203002002,Milwaukee - C 247,100
550790203002005,Milwaukee - C 247,86
550790204003002,Milwaukee - C 248,95
550790203001007,Milwaukee - C 248,70
550790204001000,Milwaukee - C 244,177
550790204002007,Milwaukee - C 244,108
550790189001012,Milwaukee - C 144,20
550790203001015,Milwaukee - C 218,3
550790910001002,Wauwatosa - C 15,90
550790910002007,Wauwatosa - C 15,81
550790910001008,Wauwatosa - C 15,91
550790909001005,Wauwatosa - C 2,104
550790901003001,Wauwatosa - C 23,0
550790901002027,Wauwatosa - C 23,46
550790901002026,Wauwatosa - C 23,47
550790901002000,Wauwatosa - C 23,40
550790901002033,Wauwatosa - C 23,33
550790901002019,Wauwatosa - C 23,45
550790901002018,Wauwatosa - C 23,62
550790902001005,Wauwatosa - C 22,10
550790902001017,Wauwatosa - C 22,38
550790902001021,Wauwatosa - C 22,46
550790903001007,Wauwatosa - C 18,136
550790903001010,Wauwatosa - C 18,0
550790904001000,Wauwatosa - C 20,59
550790906002001,Wauwatosa - C 9,54
550790904002004,Wauwatosa - C 5,27
550790911004006,Wauwatosa - C 4,32
550790911004005,Wauwatosa - C 4,32
550790911004013,Wauwatosa - C 4,40
550790911003009,Wauwatosa - C 1,38
550790911003006,Wauwatosa - C 1,122
550790903001002,Wauwatosa - C 17,41
550790602002999,Glendale - C 7,0
550790602003012,Glendale - C 2,3
550790602003015,Glendale - C 2,22
550790602002009,Glendale - C 7,14
550790602002024,Glendale - C 1,42
550790602002021,Glendale - C 1,0
550790602001025,Glendale - C 1,5
550790043002001,Milwaukee - C 16,0
550790601001027,Glendale - C 9,0
550790022003002,Glendale - C 6,13
550790602005005,Glendale - C 6,80
550790044001002,Milwaukee - C 96,0
550791402012025,Greendale - V 3,49
550791402011002,Greendale - V 9,41
550791402011019,Greendale - V 4,38
550791402012002,Greendale - V 4,238
550791402012001,Greendale - V 4,237
550791402012010,Greendale - V 3,17
550791402012011,Greendale - V 4,0
550791402011017,Greendale - V 4,0
550791402022008,Greendale - V 6,37
550790038002009,Milwaukee - C 117,113
550790038003006,Milwaukee - C 117,2
550790028002000,Milwaukee - C 6,116
550790133002000,Milwaukee - C 281,26
550790136002001,Milwaukee - C 70,66
550790134002011,Milwaukee - C 72,46
550790138001001,Milwaukee - C 310,91
550790119001010,Milwaukee - C 309,111
550790138001002,Milwaukee - C 310,102
550790121001001,Milwaukee - C 67,42
550790121001006,Milwaukee - C 67,41
550790139001004,Milwaukee - C 313,520
550790138002002,Milwaukee - C 310,96
550790118001003,Milwaukee - C 314,41
550790012001012,Milwaukee - C 159,0
550790012001013,Milwaukee - C 159,40
550790030002000,Milwaukee - C 10,94
550790030001002,Milwaukee - C 10,152
550790030001001,Milwaukee - C 10,184
550790007002003,Milwaukee - C 148,58
550790007002001,Milwaukee - C 148,24
550790008001013,Milwaukee - C 152,0
550790008002006,Milwaukee - C 152,363
550790008001018,Milwaukee - C 150,0
550790009001017,Milwaukee - C 147,48
550790008001007,Milwaukee - C 152,33
550790214001004,Milwaukee - C 226,73
550790175003006,Milwaukee - C 215,75
550790008002014,Milwaukee - C 151,29
550790130001014,Milwaukee - C 289,17
550790089001007,Milwaukee - C 181,0
550790153001031,Milwaukee - C 56,0
550790143002000,Milwaukee - C 58,0
550790109002005,Milwaukee - C 56,2324
550790153001033,Milwaukee - C 56,0
550790187003002,Milwaukee - C 142,62
550790187002009,Milwaukee - C 141,112
550790176001002,Milwaukee - C 213,233
550790176002005,Milwaukee - C 215,165
550790186002006,Milwaukee - C 142,114
550790204001003,Milwaukee - C 244,151
550790204002004,Milwaukee - C 244,117
550790203002006,Milwaukee - C 247,91
550790204002000,Milwaukee - C 244,113
550790213001016,Milwaukee - C 222,129
550790206002009,Milwaukee - C 250,51
550790181001009,Milwaukee - C 238,22
550790910006014,Wauwatosa - C 13,50
550790910006000,Wauwatosa - C 14,25
550790910006010,Wauwatosa - C 14,69
550790910004001,Wauwatosa - C 14,84
550790909003006,Wauwatosa - C 1,76
550790909003000,Wauwatosa - C 1,71
550790909002006,Wauwatosa - C 2,84
550790909001007,Wauwatosa - C 3,113
550790909001008,Wauwatosa - C 3,85
550790901003012,Wauwatosa - C 22,0
550790901003011,Wauwatosa - C 22,0
550790901002028,Wauwatosa - C 23,36
550790901002032,Wauwatosa - C 23,71
550790902002005,Wauwatosa - C 22,0
550790901002025,Wauwatosa - C 23,82
550790901002011,Wauwatosa - C 23,36
550790901002016,Wauwatosa - C 23,69
550790902001003,Wauwatosa - C 22,17
550790902001011,Wauwatosa - C 22,47
550790902001014,Wauwatosa - C 22,53
550790902001002,Wauwatosa - C 22,10
550790902001001,Wauwatosa - C 22,47
550790902001015,Wauwatosa - C 22,0
550790903001014,Wauwatosa - C 19,71
550790904001006,Wauwatosa - C 19,48
550790903001012,Wauwatosa - C 19,88
550790903001009,Wauwatosa - C 18,58
550790601004024,Glendale - C 11,29
550790601004022,Glendale - C 8,250
550790601004020,Glendale - C 11,40
550790602002003,Glendale - C 8,19
550790601001010,Glendale - C 9,6
550790601001026,Glendale - C 9,50
550790601001028,Glendale - C 9,33
550790601001030,Glendale - C 9,24
550790602003002,Glendale - C 2,78
550790602001015,Glendale - C 7,0
550790602002008,Glendale - C 7,25
550790602002000,Glendale - C 8,0
550790602002011,Glendale - C 7,17
550790602001002,Glendale - C 7,0
550790602002016,Glendale - C 7,11
550790602001010,Glendale - C 7,70
550790602001031,Glendale - C 1,0
550790602002031,Glendale - C 1,0
550790043002002,Milwaukee - C 16,0
550790602001021,Glendale - C 1,296
550790602001022,Glendale - C 1,49
550790043002000,Milwaukee - C 16,0
550790602001000,Glendale - C 8,3
550790134002001,Milwaukee - C 72,106
550790149001004,Milwaukee - C 72,0
550790120001002,Milwaukee - C 309,84
550790149002011,Milwaukee - C 72,0
550790120001006,Milwaukee - C 309,52
550790120001007,Milwaukee - C 309,58
550790120001013,Milwaukee - C 309,78
550790121001004,Milwaukee - C 67,16
550790121001011,Milwaukee - C 67,120
550790100002010,Milwaukee - C 299,0
550790119001009,Milwaukee - C 309,0
550790118001001,Milwaukee - C 314,37
550790140001004,Milwaukee - C 313,435
550790019004002,Milwaukee - C 159,195
550790019004001,Milwaukee - C 159,61
550790019003005,Milwaukee - C 8,132
550790030001004,Milwaukee - C 10,103
550790007002011,Milwaukee - C 148,51
550790008001005,Milwaukee - C 151,71
550790009001004,Milwaukee - C 147,83
550790009001014,Milwaukee - C 147,214
550790009002006,Milwaukee - C 150,0
550790009002011,Milwaukee - C 150,59
550790019004000,Milwaukee - C 159,56
550790025002008,Milwaukee - C 5,95
550790025002007,Milwaukee - C 5,86
550790026002007,Milwaukee - C 15,60
550790196004004,Milwaukee - C 191,34
550790196003004,Milwaukee - C 191,71
550790197004001,Milwaukee - C 196,38
550790195001009,Milwaukee - C 194,112
550790195002018,Milwaukee - C 195,57
550790195001015,Milwaukee - C 195,57
550790197004006,Milwaukee - C 196,59
550790197003012,Milwaukee - C 196,78
550790185001024,Milwaukee - C 242,41
550790212002002,Milwaukee - C 223,2
550790212002001,Milwaukee - C 223,3
550790212001001,Milwaukee - C 225,27
550790211001007,Milwaukee - C 223,18
550790216001005,Milwaukee - C 233,25
550790216001003,Milwaukee - C 233,105
550790185002010,Milwaukee - C 217,91
550790211001009,Milwaukee - C 223,66
550790212001003,Milwaukee - C 225,55
550790211001017,Milwaukee - C 223,173
550790211001016,Milwaukee - C 223,75
550790211001019,Milwaukee - C 223,70
550790211001015,Milwaukee - C 225,87
550790209003003,Milwaukee - C 216,133
550790211001018,Milwaukee - C 223,37
550790211001023,Milwaukee - C 225,61
550790209002007,Milwaukee - C 224,32
550790212001010,Milwaukee - C 225,57
550790913003016,Wauwatosa - C 12,8
550790914002012,Wauwatosa - C 12,53
550790913002005,Wauwatosa - C 10,52
550790913001001,Wauwatosa - C 12,66
550790911001004,Wauwatosa - C 3,27
550790912001002,Wauwatosa - C 3,70
550790911001009,Wauwatosa - C 3,69
550790914001008,Wauwatosa - C 11,25
